[Gen 476 | Timestep 0] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
Generation 485 SUMMARY: {"generation": 485, "population": [{"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}], "best_reward": 16372, "average_reward": 16370.0}
--- End of Generation 485 ---

[Gen 486 | Timestep 0] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 486 | Timestep 1] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 486 | Timestep 2] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 486 | Timestep 3] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 486 | Timestep 4] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 486 | Timestep 5] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 486 | Timestep 6] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 486 | Timestep 7] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 486 | Timestep 8] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 486 | Timestep 9] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 486 | Timestep 10] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 486 | Timestep 11] Prompt Length: 7 | Generated Tokens: 6415 | Reward: -43449
[Gen 486 | Timestep 12] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 486 | Timestep 13] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 486 | Timestep 14] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 486 | Timestep 15] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 486 | Timestep 16] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 486 | Timestep 17] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 486 | Timestep 18] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 486 | Timestep 19] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
Generation 486 SUMMARY: {"generation": 486, "population": [{"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -43449}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}], "best_reward": 16372, "average_reward": 13379.05}
--- End of Generation 486 ---

[Gen 487 | Timestep 0] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 487 | Timestep 1] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 487 | Timestep 2] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 487 | Timestep 3] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 487 | Timestep 4] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 487 | Timestep 5] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 487 | Timestep 6] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 487 | Timestep 7] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 487 | Timestep 8] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 487 | Timestep 9] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 487 | Timestep 10] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 487 | Timestep 11] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 487 | Timestep 12] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 487 | Timestep 13] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 487 | Timestep 14] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 487 | Timestep 15] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 487 | Timestep 16] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 487 | Timestep 17] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 487 | Timestep 18] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 487 | Timestep 19] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
Generation 487 SUMMARY: {"generation": 487, "population": [{"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}], "best_reward": 16372, "average_reward": 16370.0}
--- End of Generation 487 ---

[Gen 488 | Timestep 0] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 488 | Timestep 1] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 488 | Timestep 2] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 488 | Timestep 3] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 488 | Timestep 4] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 488 | Timestep 5] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 488 | Timestep 6] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 488 | Timestep 7] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 488 | Timestep 8] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 488 | Timestep 9] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 488 | Timestep 10] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 488 | Timestep 11] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 488 | Timestep 12] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 488 | Timestep 13] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 488 | Timestep 14] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 488 | Timestep 15] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 488 | Timestep 16] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 488 | Timestep 17] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 488 | Timestep 18] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 488 | Timestep 19] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
Generation 488 SUMMARY: {"generation": 488, "population": [{"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}], "best_reward": 16372, "average_reward": 16370.0}
--- End of Generation 488 ---

[Gen 489 | Timestep 0] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 489 | Timestep 1] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 489 | Timestep 2] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 489 | Timestep 3] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 489 | Timestep 4] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 489 | Timestep 5] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 489 | Timestep 6] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 489 | Timestep 7] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 489 | Timestep 8] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 489 | Timestep 9] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 489 | Timestep 10] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 489 | Timestep 11] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 489 | Timestep 12] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 489 | Timestep 13] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 489 | Timestep 14] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 489 | Timestep 15] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 489 | Timestep 16] Prompt Length: 7 | Generated Tokens: 4946 | Reward: -52263
[Gen 489 | Timestep 17] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 489 | Timestep 18] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 489 | Timestep 19] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
Generation 489 SUMMARY: {"generation": 489, "population": [{"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -52263}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}], "best_reward": 16372, "average_reward": 12938.35}
--- End of Generation 489 ---

[Gen 490 | Timestep 0] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 490 | Timestep 1] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 490 | Timestep 2] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 490 | Timestep 3] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 490 | Timestep 4] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 490 | Timestep 5] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 490 | Timestep 6] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 490 | Timestep 7] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 490 | Timestep 8] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 490 | Timestep 9] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 490 | Timestep 10] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 490 | Timestep 11] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 490 | Timestep 12] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 490 | Timestep 13] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 490 | Timestep 14] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 490 | Timestep 15] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 490 | Timestep 16] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 490 | Timestep 17] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 490 | Timestep 18] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 490 | Timestep 19] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
Generation 490 SUMMARY: {"generation": 490, "population": [{"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}], "best_reward": 16372, "average_reward": 16370.0}
--- End of Generation 490 ---

[Gen 491 | Timestep 0] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 491 | Timestep 1] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 491 | Timestep 2] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 491 | Timestep 3] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 491 | Timestep 4] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 491 | Timestep 5] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 491 | Timestep 6] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 491 | Timestep 7] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 491 | Timestep 8] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 491 | Timestep 9] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 491 | Timestep 10] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 491 | Timestep 11] Prompt Length: 7 | Generated Tokens: 4727 | Reward: -53577
[Gen 491 | Timestep 12] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 491 | Timestep 13] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 491 | Timestep 14] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 491 | Timestep 15] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 491 | Timestep 16] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 491 | Timestep 17] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 491 | Timestep 18] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 491 | Timestep 19] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
Generation 491 SUMMARY: {"generation": 491, "population": [{"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -53577}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}], "best_reward": 16372, "average_reward": 12872.65}
--- End of Generation 491 ---

[Gen 492 | Timestep 0] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 492 | Timestep 1] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 492 | Timestep 2] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 492 | Timestep 3] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 492 | Timestep 4] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 492 | Timestep 5] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 492 | Timestep 6] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 492 | Timestep 7] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 492 | Timestep 8] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 492 | Timestep 9] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 492 | Timestep 10] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 492 | Timestep 11] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 492 | Timestep 12] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 492 | Timestep 13] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 492 | Timestep 14] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 492 | Timestep 15] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 492 | Timestep 16] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 492 | Timestep 17] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 492 | Timestep 18] Prompt Length: 7 | Generated Tokens: 0 | Reward: -1000000.0
[Gen 492 | Timestep 19] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
Generation 492 SUMMARY: {"generation": 492, "population": [{"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -1000000.0}, {"prompt_length": 7, "reward": 16370}], "best_reward": 16372, "average_reward": -34448.5}
--- End of Generation 492 ---

[Gen 493 | Timestep 0] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 493 | Timestep 1] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 493 | Timestep 2] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 493 | Timestep 3] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 493 | Timestep 4] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 493 | Timestep 5] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 493 | Timestep 6] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 493 | Timestep 7] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 493 | Timestep 8] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 493 | Timestep 9] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 493 | Timestep 10] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 493 | Timestep 11] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 493 | Timestep 12] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 493 | Timestep 13] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 493 | Timestep 14] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 493 | Timestep 15] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 493 | Timestep 16] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 493 | Timestep 17] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 493 | Timestep 18] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 493 | Timestep 19] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
Generation 493 SUMMARY: {"generation": 493, "population": [{"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}], "best_reward": 16372, "average_reward": 16370.0}
--- End of Generation 493 ---

[Gen 494 | Timestep 0] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 494 | Timestep 1] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 494 | Timestep 2] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 494 | Timestep 3] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 494 | Timestep 4] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 494 | Timestep 5] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 494 | Timestep 6] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 494 | Timestep 7] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 494 | Timestep 8] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 494 | Timestep 9] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 494 | Timestep 10] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 494 | Timestep 11] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 494 | Timestep 12] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 494 | Timestep 13] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 494 | Timestep 14] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 494 | Timestep 15] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 494 | Timestep 16] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 494 | Timestep 17] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 494 | Timestep 18] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 494 | Timestep 19] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
Generation 494 SUMMARY: {"generation": 494, "population": [{"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}], "best_reward": 16372, "average_reward": 16370.0}
--- End of Generation 494 ---

[Gen 495 | Timestep 0] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 495 | Timestep 1] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 495 | Timestep 2] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 495 | Timestep 3] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 495 | Timestep 4] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 495 | Timestep 5] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 495 | Timestep 6] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 495 | Timestep 7] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 495 | Timestep 8] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 495 | Timestep 9] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 495 | Timestep 10] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 495 | Timestep 11] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 495 | Timestep 12] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 495 | Timestep 13] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 495 | Timestep 14] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 495 | Timestep 15] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 495 | Timestep 16] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 495 | Timestep 17] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
